Item_Id,Low_Cap_Price
IT_265079,3329.125718707079
IT_265087,3061.8953024351777
IT_265107,4781.794805439551
IT_265139,7276.175735884984
IT_265142,2092.677965978595
IT_265144,1382.5442040412072
IT_265148,3396.3322451869585
IT_265156,5745.543600019579
IT_265162,8140.254425471068
IT_265170,5907.970687578236
IT_265175,7310.675784011393
IT_265181,7988.796718794219
IT_265183,6861.905594620693
IT_265184,6515.662556157581
IT_265196,6749.189812706579
IT_265201,8039.229444305954
IT_265205,7644.4047724816155
IT_265244,3786.747062462949
IT_265255,5065.8237214180135
IT_265259,5637.823635032375
IT_265264,4173.395659331574
IT_265274,2975.4437645535763
IT_265275,2643.4199343664877
IT_265294,1068.1478620836237
IT_265315,8162.67028375496
IT_265317,3244.065281035755
IT_265332,6639.87008673297
IT_265338,6871.013846968398
IT_265339,6786.25435791928
IT_265341,7603.511950576624
IT_265349,6879.595660562251
IT_265350,6545.859451713401
IT_265360,8370.430167000792
IT_265379,3526.3103857569467
IT_265382,9426.082198768274
IT_265417,4580.967002494136
IT_265448,2091.8127346286583
IT_265455,3563.6021607145303
IT_265482,8040.739263987566
IT_265490,6360.276796355255
IT_265495,7776.911803199437
IT_265499,6826.4360584086335
IT_265500,6749.12501277769
IT_265504,7811.4372734592735
IT_265507,6639.910374183488
IT_265533,6983.907617561897
IT_265566,4965.45248547978
IT_265568,2530.7795199859956
IT_265575,7828.380252296421
IT_265577,3515.458232610117
IT_265581,6941.14870530171
IT_265611,7911.205153501793
IT_265615,3603.4913787911364
IT_265647,3692.643184433556
IT_265697,7043.169385637315
IT_265701,3207.9405773111907
IT_265702,2509.8119165660482
IT_265703,1064.3167213818133
IT_265720,7428.560007484715
IT_265734,7433.233161142178
IT_265736,6696.068031063924
IT_265740,7881.899961016633
IT_265742,6972.029274445734
IT_265747,7593.637036216853
IT_265751,6339.192342510072
IT_265757,7885.524895905426
IT_265792,6822.009669646686
IT_265816,4260.046978791504
IT_265819,2070.554717269276
IT_265866,8865.106218333774
IT_265869,7508.7773999645715
IT_265874,2288.501329350036
IT_265880,2998.6173360105267
IT_265905,7531.798800308522
IT_265911,7879.725443596313
IT_265922,8161.584270384071
IT_265927,8190.007322146598
IT_265932,8316.208896679467
IT_265935,6860.918193189888
IT_265948,3671.6082044883183
IT_265966,6223.150508991418
IT_265976,2955.795413869476
IT_265999,6450.977951704911
IT_266030,2970.139840094561
IT_266056,1425.8484123832663
IT_266058,2819.037725471992
IT_266060,1048.9937831560833
IT_266069,2583.887236809932
IT_266096,8339.973700713028
IT_266103,7699.337418174163
IT_266111,6649.27779806456
IT_266115,7728.125699192373
IT_266124,8108.46137798041
IT_266128,8216.57342107771
IT_266132,7100.671426655391
IT_266137,7097.0704266421335
IT_266141,4096.773483606274
IT_266155,10895.588652979948
IT_266157,8496.634032559881
IT_266166,6244.738842031936
IT_266175,2849.0158236696916
IT_266188,3294.7375955841744
IT_266255,694.8251800005316
IT_266258,1803.7008200233934
IT_266264,3034.976687144264
IT_266281,8308.543593358918
IT_266298,7457.020701365056
IT_266299,6770.26641283911
IT_266307,6306.983023563433
IT_266318,6523.001494523238
IT_266322,8022.156171496963
IT_266324,5975.751100656157
IT_266334,6893.581549292253
IT_266338,4043.2035768390397
IT_266354,8100.738783803001
IT_266366,2799.066774449622
IT_266376,2917.2777777778683
IT_266402,4527.879925486095
IT_266413,2522.058565767353
IT_266453,862.1754743912497
IT_266498,7597.594518672654
IT_266499,1916.584813250303
IT_266506,6524.866875061169
IT_266514,7551.058638789368
IT_266523,7896.61220134082
IT_266532,6695.295412456381
IT_266536,6773.136377062056
IT_266537,6745.613267613284
IT_266541,4109.056631883394
IT_266556,7856.084446001565
IT_266557,12467.885043139897
IT_266571,2522.7905392961566
IT_266578,2252.6988202062107
IT_266594,4049.547145834673
IT_266650,10341.42102343232
IT_266665,1501.911046918131
IT_266667,6521.260737056174
IT_266671,3438.9552014751443
IT_266684,6801.98524016178
IT_266700,7266.200786013283
IT_266703,6675.16509919489
IT_266715,7979.30581708537
IT_266731,8500.49952366342
IT_266741,6874.636651352596
IT_266744,6931.08383749987
IT_266752,5304.281356208185
IT_266786,8452.45531687546
IT_266806,6784.9542558983485
IT_266825,7570.891863824469
IT_266833,3231.252037203649
IT_266836,2342.069320304227
IT_266842,2679.964520672401
IT_266855,5100.734945515853
IT_266915,9788.49795058804
IT_266927,6262.32651605565
IT_266950,6725.839220491562
IT_266955,8569.71710269312
IT_266974,7754.1987327370925
IT_266977,6536.747543401599
IT_266981,7003.822130263117
IT_266983,6588.600093423021
IT_266988,6847.13688070387
IT_266993,6796.484893576927
IT_266994,6322.321046540198
IT_266996,7643.705194185519
IT_266999,5715.567756290467
IT_267001,8388.955753551372
IT_267003,6982.829725330136
IT_267004,6706.218083371546
IT_267019,1994.9545309993016
IT_267026,9927.15994496245
IT_267049,2864.974535014083
IT_267067,2298.210796822025
IT_267121,6662.417542725024
IT_267125,1322.3578793790314
IT_267130,2837.494179590986
IT_267169,6666.724877665082
IT_267181,6419.939867736881
IT_267189,6576.6071387698485
IT_267194,7496.336902405286
IT_267202,3135.3774008675427
IT_267243,2277.895755359575
IT_267326,6598.076487878273
IT_267328,6826.471219036321
IT_267333,6496.720204055345
IT_267401,2190.7622813497005
IT_267411,3729.5626013826795
IT_267468,1076.3455502432103
IT_267471,4459.27392014792
IT_267474,5261.836480501592
IT_267476,3528.3532896707125
IT_267495,7686.993836906773
IT_267513,7443.853533625441
IT_267517,7321.949718898868
IT_267519,5647.619180609201
IT_267534,5919.207951562787
IT_267544,6277.944982446629
IT_267555,1990.8943875937703
IT_267556,2682.668623553819
IT_267599,1991.6435056057653
IT_267604,2797.15166882572
IT_267652,4165.3791444919225
IT_267654,678.3133378155551
IT_267656,1203.4038383912182
IT_267662,2494.535538834072
IT_267707,7223.211875255876
IT_267711,6651.155549132676
IT_267713,5470.260574104438
IT_267714,6487.156644433517
IT_267721,7320.848176712592
IT_267735,4784.983058447416
IT_267764,12594.627186005939
IT_267808,2213.138357721317
IT_267819,3698.155810785414
IT_267844,2450.608437948992
IT_267885,1100.3658257178588
IT_267929,7242.630928207321
IT_267932,6447.629647526827
IT_267938,5434.726766296873
IT_267939,6071.0486659498865
IT_267944,6669.311162112584
IT_267945,7590.548608200714
IT_267951,6301.133311263086
IT_267954,7819.811504006921
IT_267957,4806.3767363624165
IT_267970,4120.679725713591
IT_268027,4729.995975475433
IT_268040,2484.54769987862
IT_268075,6430.800029121616
IT_268107,1616.450172450781
IT_268195,9969.491968705639
IT_268249,7443.154042225826
IT_268250,6361.413747547558
IT_268256,7008.75716800967
IT_268259,6917.090218946649
IT_268265,7507.8581816351
IT_268272,6274.184622738261
IT_268275,7175.634049705035
IT_268284,6231.516358765672
IT_268285,5842.357905111044
IT_268300,2539.9698536636856
IT_268323,2779.66336545314
IT_268331,2232.3587696764043
IT_268364,6092.4844694553585
IT_268398,3666.193659857823
IT_268400,1204.3945887457235
IT_268406,2432.0955076416562
IT_268447,6605.7811876371015
IT_268455,6577.1965086102555
IT_268463,5858.512953832675
IT_268469,6804.96593226824
IT_268472,4591.470512499556
IT_268475,7665.282921825073
IT_268476,6566.108029232604
IT_268486,4165.46573386705
IT_268497,8210.310067992003
IT_268517,2674.14850097762
IT_268552,4517.905812797721
IT_268591,2478.273399239675
IT_268630,2783.171999790382
IT_268644,1925.5333345154013
IT_268651,5072.132103368813
IT_268669,7869.791644123813
IT_268672,6518.588750809777
IT_268678,6213.3422009533015
IT_268683,6914.108117153233
IT_268690,6003.316746465747
IT_268695,7195.3033782529055
IT_268719,6308.996129228859
IT_268734,9927.15994496245
IT_268756,1941.5480701263637
IT_268834,1211.2961597981523
IT_268841,2800.6365774838982
IT_268890,6771.446086559307
IT_268893,6559.47373839924
IT_268904,6110.6867174579065
IT_268906,6588.994345428503
IT_268909,5646.219999763767
IT_268912,6509.023067930122
IT_268958,2538.489097392634
IT_268994,5928.889658133658
IT_269018,2914.2107219291247
IT_269029,1931.1450919130887
IT_269056,6020.90868561614
IT_269067,6579.891036776216
IT_269105,2668.9888837782305
IT_269172,2846.797635769434
IT_269213,5681.842834820111
IT_269221,6720.595808504112
IT_269236,6086.348956000373
IT_269267,2491.547131971711
IT_269290,2770.484142287744
IT_269308,2404.2607047701754
IT_269317,2161.6836622081937
IT_269327,3101.3940977741718
IT_269384,2800.2645740582993
IT_269420,1660.4187318524291
IT_269451,2721.435293234827
IT_269468,1065.0094508566406
IT_269520,6574.486430300784
IT_269525,6341.794295287215
IT_269528,5901.399481111464
IT_269532,6647.770789853742
IT_269540,5993.235024940643
IT_269546,5269.701660280434
IT_269559,3922.807838939064
IT_269606,1747.6544648301724
IT_269639,5319.474359865045
IT_269689,2921.9394126103734
IT_269705,2518.732245421207
IT_269742,5027.116639404021
IT_269748,5728.424721709652
IT_269759,5574.509127738546
IT_269769,5462.623260138814
IT_269784,1803.8723238887756
IT_269785,1716.857896660299
IT_269813,1969.3947803427304
IT_269834,2517.4529418851057
IT_269899,1798.2214899536934
IT_269900,1505.7245159277331
IT_269903,5027.654520832691
IT_269907,2371.6801768000614
IT_269923,2201.171873861538
IT_269943,3263.051378156304
IT_269964,4998.567719101613
IT_269969,6775.149261065544
IT_269971,5281.490674420887
IT_269976,5897.0133513205255
IT_269984,6574.272058161511
IT_269996,4069.88217032677
IT_270011,7826.141241475381
IT_270025,2425.6481748959304
IT_270029,3059.182946658554
IT_270036,1694.7955219669825
IT_270057,2599.1149308415206
IT_270086,1667.1995708341817
IT_270129,5430.151067797319
IT_270157,2718.7921583195857
IT_270254,8292.530131007454
IT_270264,3968.6134398154945
IT_270268,2290.755028177437
IT_270282,2124.2430015147283
IT_270297,2585.229131127351
IT_270330,6482.475652194502
IT_270332,5509.184945933028
IT_270341,3832.0424269642976
IT_270342,5549.1565645274595
IT_270394,2725.3434738095743
IT_270427,2497.6174030939615
IT_270428,5537.661796113641
IT_270485,2371.949914941151
IT_270500,1882.71177665383
IT_270537,4486.248000649423
IT_270543,6561.42551337726
IT_270545,5671.67639665728
IT_270549,5507.2318439567225
IT_270556,4367.808889229434
IT_270566,4979.037786809188
IT_270628,4945.003447775232
IT_270642,2168.7745015278847
IT_270674,6188.526049414579
